hour_of_day,humidity_gate_valid,indoor_abs_humidity_g_m3,indoor_dew_point_c,inside_minus_outside_abs_humidity_g_m3,inside_minus_outside_dew_point_c,missing_humidity_gate_fields,outdoor_abs_humidity_g_m3,outdoor_dew_point_c,outside_air_dryer,resolved_risk_family,rh_air,rh_out,risk_combo_id,step,temp_air,temp_out,ventilation_allowed_after_warmup
10.5,True,12.331142629154616,14.985533488699627,4.488534837434997,7.2235929578648985,[],7.842607791719619,7.761940530834728,True,dry_vent,51.686250794621095,50.80502612656458,dry_vent+dry_or_high_vpd,330,25.66786088469156,18.116352862468094,True
10.75,True,12.593198652905238,15.332228447144217,4.611964679136369,7.326629771151479,[],7.98123397376887,8.005598675992738,True,dry_vent,51.695405871901585,52.5551933457906,dry_vent+dry_or_high_vpd,331,26.04088379374779,17.84132657937478,True
11.0,True,12.868640480645066,15.689276920203444,4.755626387833489,7.456440378615532,[],8.113014092811577,8.232836541587911,True,dry_vent,51.74183604493684,54.30536056192732,dry_vent+dry_or_high_vpd,332,26.412947422608287,17.566300296282602,True
11.25,True,13.142406878555498,16.03744236732304,4.906074276445967,7.595575868370284,[],8.236332602109531,8.441866498952757,True,dry_vent,51.79783594592986,56.01373486247113,dry_vent+dry_or_high_vpd,333,26.77220849355655,17.300143838800768,True
11.5,True,13.146525590938518,16.014656072776848,4.861593302466856,7.484593172028321,[],8.284932288471662,8.530062900748527,True,dry_vent,53.36330045573909,56.257956608187456,dry_vent+dry_or_high_vpd,334,26.242516112397944,17.325795660900365,True
11.75,True,13.022207077453709,15.830377974423888,4.688015524211474,7.211428578509816,[],8.334191553242235,8.618949395914072,True,dry_vent,54.90178649761487,56.507980501906495,dry_vent+dry_or_high_vpd,335,25.563830145904493,17.350798050272385,True
12.0,True,12.84008702092545,15.569465693552917,4.456509933290032,6.861861105212551,[],8.383577087635418,8.707604588340367,True,dry_vent,56.55553498059691,56.758004395626614,dry_vent+dry_or_high_vpd,336,24.785058993745064,17.3758004396445,True
12.25,True,12.618312539626755,15.252071830295264,4.187259643136244,6.459702600115028,[],8.431052896490511,8.792369230180237,True,dry_or_high_vpd,58.38812310006019,57.00000221581409,dry_or_high_vpd,337,23.913070165909904,17.39911657818256,True
14.75,True,9.161714640461518,10.13905587852888,1.1533192915894013,2.1107817900873798,[],8.008395348872117,8.028274088441501,True,dry_or_high_vpd,54.543955133982806,54.45866388290308,dry_or_high_vpd,347,19.54675330428213,17.301653445474592,True
15.25,True,9.001511226362895,9.890250305287697,1.3092742382558917,2.448262583079659,[],7.692236988107004,7.441987722208038,True,dry_or_high_vpd,52.6799345212631,51.99716676741102,dry_or_high_vpd,349,19.838896274914593,17.401663002962866,True
15.75,True,9.063944951527464,9.984519738963835,1.2495771159799869,2.306544692110652,[],7.814367835547477,7.677975046853183,True,dry_or_high_vpd,53.59656707650643,52.508362799008744,dry_or_high_vpd,351,19.66251425758654,17.501672560451137,True
16.25,True,9.10715611449049,10.043878964031538,1.1733575123670015,2.138396930325036,[],7.933798602123488,7.905482033706503,True,dry_or_high_vpd,54.583727892648966,53.01444510519282,dry_or_high_vpd,353,19.432649573724117,17.59516388036048,True
8.25,True,10.17240605648271,11.81070824827725,2.274775458199641,4.007708230700621,[],7.89763059828307,7.803000017576628,True,dry_or_high_vpd,54.340651978632344,55.02257154793208,dry_or_high_vpd,417,21.40633686873053,16.896845513727474,True
8.5,True,12.640018868424926,15.292326931170727,4.547182072860593,7.14056060111891,[],8.092836795564333,8.151766330051817,True,dry_vent,57.641921711275685,57.07970877719366,dry_vent+dry_or_high_vpd,418,24.170296688781278,16.692029054764244,True
8.75,True,11.696143532146044,14.049296749821863,2.726154763434634,4.250730111707311,[],8.96998876871141,9.798566638114552,True,dry_or_high_vpd,55.69450189657129,54.92631809414104,dry_or_high_vpd,515,23.408984542349476,19.06842205868258,True
9.0,True,15.121265263521925,18.305543728254577,6.201581229263866,8.571749440770388,[],8.91968403425806,9.733794287484189,True,canopy_dew_lt0,56.48044449802184,53.42617382348343,dry_vent+canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,516,27.743459968169855,19.44345789926437,True
9.25,True,16.18237994422983,19.434952749278118,7.316297474023383,9.772897127073783,[],8.866082470206447,9.662055622204335,True,canopy_dew_lt0,57.79677524120706,52.006755027889774,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,517,28.558785403623368,19.79966216787712,True
9.5,True,14.710495131918096,17.844750961046238,5.769690789513454,8.058839449321077,[],8.940804342404642,9.78591151172516,True,canopy_dew_lt0,56.246076591047284,52.52470610483872,dry_vent+canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,518,27.319752606818582,19.77376469463824,True
9.75,True,16.264873859919966,19.52024888135676,7.252167477943278,9.616030318010033,[],9.012706381976688,9.904218563346728,True,canopy_dew_lt0,57.88361818482696,53.024753892273985,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,519,28.624245082313017,19.748762305266222,True
10.0,True,15.03601371891977,18.19918626855564,5.951637653134442,8.177883926075532,[],9.084376065785328,10.021302342480107,True,canopy_dew_lt0,57.119653847492,53.52480167971129,dry_vent+canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,520,27.436947417403612,19.723759915894107,True
10.25,True,16.55468836640746,19.806482455008382,7.403458926022246,9.676606479898268,[],9.151229440385215,10.129875975110114,True,canopy_dew_lt0,58.81320447398285,53.98626643173891,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,521,28.655851565874915,19.70240014368867,True
10.5,True,15.295442114220018,18.493435953457084,6.22397088429179,8.485222628673384,[],9.071471229928228,10.0082133247837,True,canopy_dew_lt0,56.82644935479121,52.95020584802909,dry_vent+canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,522,27.840514804847178,19.883714039950217,True
10.75,True,16.930215672103127,20.21495591034516,7.93847025991373,10.329715505665689,[],8.991745412189397,9.885240404679472,True,canopy_dew_lt0,57.381410614229004,51.95011026532216,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,523,29.51907207529249,20.058730765555055,True
11.0,True,15.53957588214224,18.789761202280573,6.630283898687512,9.033119368287371,[],8.909291983454727,9.756641833993202,True,canopy_dew_lt0,55.21030446494242,50.95001468304935,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,524,28.65470911542647,20.233747491159168,True
11.25,True,15.218042728155753,18.468200752393912,6.3884390859118145,8.837209255471384,[],8.829603642243939,9.630991496922528,True,canopy_dew_lt0,53.36645335382814,50.01389931864925,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,525,28.89359624530659,20.39756429920349,True
11.5,True,15.017621152391085,18.24760144829518,6.0999472556692425,8.477821143067484,[],8.917673896721842,9.769780305227695,True,canopy_dew_lt0,53.16310885178364,51.050176466399975,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,526,28.720869699643842,20.216219057631886,True
11.75,True,14.837795489335294,18.045224017494206,5.837943196933072,8.147417453148242,[],8.999852292402222,9.897806564345965,True,canopy_dew_lt1,53.10321559963851,52.050272033387884,canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,527,28.5213548528856,20.04120233202705,True
12.0,True,14.65645650947138,17.838461435713885,5.577149320833453,7.818234710258986,[],9.079307188637927,10.020226725454899,True,canopy_dew_lt1,53.070604710145524,53.050367599920754,canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,528,28.308232226457527,19.86618560642294,True
12.25,True,14.935189439016623,18.147736799519194,5.776412235175956,8.006007815478318,[],9.158777203840668,10.141728984040876,True,canopy_dew_lt1,53.54282700115008,54.06078985138979,canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,529,28.490285669012266,19.692934959688422,True
12.5,True,14.492161295605682,17.617944323905547,5.145098393509842,7.177697719763778,[],9.34706290209584,10.44024660414177,True,dry_vent,54.801782048047585,55.575838471155876,dry_vent+dry_or_high_vpd,530,27.520000352312426,19.568680110866616,True
12.75,True,15.9895279594317,19.228783911077915,6.460378162563945,8.505234908095396,[],9.529149796867754,10.72354900298252,True,canopy_dew_lt0,57.906522029309336,57.07598183165526,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,531,28.305429117527215,19.44366816400654,True
13.0,True,14.611608928137413,17.686730166924814,4.903606237277694,6.689767842296684,[],9.708002690859718,10.99696232462813,True,dry_vent,58.930541446226904,58.57612519211634,dry_vent+dry_or_high_vpd,532,26.35780557681392,19.31865621714594,True
13.25,True,15.651736132915245,18.80661515907893,5.774515453264732,7.554928243579214,[],9.877220679650513,11.251686915499716,True,canopy_dew_lt1,61.566475965704385,59.998254208097364,dry_vent+canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,533,26.8076779794075,19.20465683723004,True
13.5,True,15.847417486779921,19.000961118687233,5.948801503141626,7.699214311535304,[],9.898615983638296,11.301746807151929,True,canopy_dew_lt1,62.639719977665806,58.949056531018286,dry_vent+canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,534,26.72017478908021,19.541555959094314,True
13.75,True,15.670004444635195,18.812277934302216,5.75209422255174,7.464354124664796,[],9.917910222083455,11.34792380963742,True,canopy_dew_lt1,62.47828254260211,57.94896065491082,dry_vent+canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,535,26.56399706492666,19.866587020930524,True
14.0,True,15.360380211820813,18.484611522701076,5.42658048189003,7.095748513195661,[],9.933799729930783,11.388863009505416,True,canopy_dew_lt1,61.796673711750884,56.948864683328246,dry_vent+canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,536,26.40244165262167,20.191618082768077,True
14.25,True,15.029694787858565,18.12972897270554,5.084646568889161,6.708217310007317,[],9.945048218969404,11.421511662698222,True,dry_vent,60.96543617664871,56.018130962553585,dry_vent+dry_or_high_vpd,537,26.254835320738113,20.49345880895336,True
14.5,True,14.722991649116498,17.778213738548356,4.821260304834155,6.446689833160201,[],9.901731344282343,11.331523905388154,True,dry_vent,61.22351602925321,57.314157990007814,dry_vent+dry_or_high_vpd,538,25.8098253934926,20.02690432954207,True
14.75,True,14.426426021639775,17.431910314151782,4.572019421156792,6.195923948262456,[],9.854406600482983,11.235986365889326,True,dry_vent,61.50166011290346,58.564277080969525,dry_vent+dry_or_high_vpd,539,25.365625855723728,19.576861320845783,True
15.0,True,14.14598778119976,17.098787727637635,4.344064413206754,5.966585901629415,[],9.801923367993007,11.13220182600822,True,dry_vent,61.76805588947125,59.81439624439668,dry_vent+dry_or_high_vpd,540,24.93943534013061,19.12681831214763,True
8.75,True,11.680525685083891,13.592611341881913,0.40559351291752854,0.5963884341209429,[],11.274932172166363,12.99622290776097,True,dew_or_humidity,90.53856482919439,92.99999994199364,dew_or_humidity,611,15.129959125356864,14.1116601357162,True
9.0,True,11.820769359827521,13.787060581823903,0.4068614460941813,0.5925506956377209,[],11.41390791373334,13.194509886186182,True,dew_or_humidity,90.50509487413153,92.99999994224508,dew_or_humidity,612,15.332507978712835,14.311679250693157,True
9.25,True,11.977710048956231,14.002066268206052,0.4219079891829107,0.6071832883155022,[],11.55580205977332,13.39488297989055,True,dew_or_humidity,90.49192818951327,92.99184739304785,dew_or_humidity,613,15.552381326189126,14.515161641057318,True
9.5,True,12.172145610723735,14.266684620269523,0.4335699608542889,0.6145072106200757,[],11.738575649869446,13.652177409649447,True,dew_or_humidity,90.31085205114186,92.73535301990286,dew_or_humidity,614,15.85154035671128,14.81757622096936,True
9.75,True,12.370552647199588,14.532990903621583,0.44783107000816713,0.6251097271026644,[],11.922721577191421,13.907881176518918,True,dew_or_humidity,90.12590260237128,92.48532912760534,dew_or_humidity,615,16.153286369144805,15.117604893433551,True
10.0,True,12.570064067116004,14.796049483588469,0.46092599322756733,0.6327596992225821,[],12.109138073888436,14.163289784365887,True,dew_or_humidity,90.04655417957383,92.2353052352918,dew_or_humidity,616,16.433509858551258,15.417633565898985,True
11.75,True,14.24438622606772,16.908960022065102,1.0804795494278157,1.3062627895198116,[],13.163906676639904,15.60269723254529,True,canopy_dew_lt1,85.83024326696095,85.48513776563364,canopy_dew_lt1+dew_or_humidity,623,19.341919781547237,18.0752652203005,True
12.0,True,14.484411330969747,17.182093064612896,1.0240165902171885,1.2082552106500444,[],13.460394740752559,15.973837853962852,True,canopy_dew_lt1,86.40161289351018,85.23511387674142,canopy_dew_lt1+dew_or_humidity,624,19.513375229631112,18.500305839624776,True
12.25,True,14.722166295841866,17.448611252370494,0.9663498196470641,1.1123474920424314,[],13.755816476194802,16.336263760328062,True,canopy_dew_lt1,86.97752421702599,85.02988022521187,canopy_dew_lt1+dew_or_humidity,625,19.677605160078677,18.908452887095326,True
12.5,True,14.544786986509425,17.248507887856313,0.6282687329800325,0.7244487541556239,[],13.916518253529393,16.52405913370069,True,canopy_dew_lt1,86.70129035888763,85.52986711797666,canopy_dew_lt1+dew_or_humidity,626,19.52524900090818,19.005973430182372,True
12.75,True,14.889850603164517,17.629887817200746,0.8092219757848067,0.9159158158491998,[],14.08062862737971,16.713972001351546,True,canopy_dew_lt1,87.80169905358856,86.02991490545453,canopy_dew_lt1+dew_or_humidity,627,19.70991136580467,19.10598298767085,True
13.0,True,14.829008418581838,17.562281661612406,0.5828815658359368,0.6587266633125637,[],14.2461268527459,16.903554998299843,True,canopy_dew_lt1,87.69641852132207,86.52996269293237,canopy_dew_lt1+dew_or_humidity,628,19.660550199971603,19.205992545159326,True
13.25,True,14.950176127166442,17.69572550592481,0.5390652924096262,0.6053855248541247,[],14.411110834756816,17.090339981070684,True,canopy_dew_lt1,87.99685310380892,87.05423227180849,canopy_dew_lt1+dew_or_humidity,629,19.741008239897006,19.299016545138784,True
13.5,True,15.05629778055189,17.808402296086605,0.523220613357438,0.5876741219713217,[],14.533077167194453,17.220728174115283,True,canopy_dew_lt1,88.58595462703026,88.06011657917108,canopy_dew_lt1+dew_or_humidity,630,19.747849544562108,19.246994169932066,True
13.75,True,15.163378790527434,17.92129517312873,0.5084455883596153,0.5711732899615107,[],14.654933202167818,17.35012188316722,True,canopy_dew_lt1,89.18959285530995,89.06021215397143,canopy_dew_lt1+dew_or_humidity,631,19.752896616061484,19.196989391188037,True
14.0,True,15.270426892316065,18.033304688515724,0.49449652829189006,0.555677275926957,[],14.775930364024175,17.477627412588767,True,canopy_dew_lt0,89.80752625902267,90.06030772877533,canopy_dew_lt0+dew_or_humidity,632,19.755121782904848,19.14698461244379,True
14.25,True,15.372618907118866,18.139325135899135,0.48101669825979876,0.5408921888072697,[],14.891602208859068,17.598432947091865,True,canopy_dew_lt0,90.4233345598327,91.0420374299606,canopy_dew_lt0+dew_or_humidity,633,19.752328551823712,19.095309514821416,True
14.5,True,15.352361856031031,18.11241916734944,0.4269708222433941,0.4835413235054382,[],14.925391033787637,17.628877843844002,True,canopy_dew_lt0,90.88155672450971,91.79537402318036,canopy_dew_lt0+dew_or_humidity,634,19.643639200648597,18.993950109911047,True
14.75,True,15.36714853856542,18.123807389847745,0.4083070834718594,0.4648463512416505,[],14.95884145509356,17.658961038606094,True,canopy_dew_lt0,91.35660558785479,92.5454457002083,canopy_dew_lt0+dew_or_humidity,635,19.571198281887344,18.893940552422983,True
15.0,True,15.381616088211326,18.13469335015448,0.39030380556450517,0.44676034976096446,[],14.99131228264682,17.687933000393514,False,canopy_dew_lt0,91.84794722899161,93.29551737698336,canopy_dew_lt0+dew_or_humidity,636,19.49586931385277,18.793930994934506,False
15.25,True,15.392598466902491,18.1420260511807,0.3728359798853713,0.429081431802107,[],15.01976248701712,17.712944619378593,False,canopy_dew_lt0,92.31457683051366,93.98992377252296,canopy_dew_lt0+dew_or_humidity,637,19.421759053196393,18.700503699664708,False
15.5,True,15.329539952480463,18.07645824524337,0.3699494831408323,0.4258006344364311,[],14.95959046933963,17.650657610806938,False,canopy_dew_lt1,91.95730408149164,93.46955940263325,canopy_dew_lt1+dew_or_humidity,638,19.41788919701671,18.72652203001051,False
15.75,True,15.267430479644675,18.011437727844196,0.3658752258654481,0.42107518572621316,[],14.901555253779227,17.590362542117983,False,canopy_dew_lt1,91.62589421100958,92.96951161518695,canopy_dew_lt1+dew_or_humidity,639,19.410242542325662,18.75152441938263,False
16.0,True,15.205679470767972,17.94645296435252,0.36236803175591703,0.4168208905122164,[],14.843311439012055,17.529632073840304,False,canopy_dew_lt1,91.3070163297557,92.4694638277427,canopy_dew_lt1+dew_or_humidity,640,19.40060309872173,18.776526808754642,False
16.25,True,15.144326170702872,17.881380066234485,0.3568263431708978,0.4102818022258887,[],14.787499827531974,17.471098264008596,False,canopy_dew_lt1,91.01728973011157,92.00523043867913,canopy_dew_lt1+dew_or_humidity,641,19.38588844822972,18.797961065606952,False
16.5,True,15.109640121573824,17.838485787967436,0.32886810475147676,0.3802462673964655,[],14.780772016822347,17.45823952057097,False,canopy_dew_lt1,91.44575067515144,92.53063188180265,canopy_dew_lt1+dew_or_humidity,642,19.267040157163734,18.69387365000488,False
16.75,True,15.073462681199524,17.794001045313454,0.3004285136147189,0.34948584671108307,[],14.773034167584806,17.44451519860237,False,canopy_dew_lt1,91.86196500974533,93.03067966314164,canopy_dew_lt1+dew_or_humidity,643,19.149169810345917,18.593864092516405,False
17.0,True,15.03465890127653,17.74659824180588,0.26985403180785816,0.316339299179063,[],14.764804869468671,17.430258942626818,False,canopy_dew_lt1,92.27062000263406,93.53072744499575,canopy_dew_lt1+dew_or_humidity,644,19.030085855453535,18.493854535028337,False
17.25,True,14.99223933455416,17.69575887928574,0.23514864364416255,0.2788462464585706,[],14.757090690909997,17.41691263282717,False,canopy_dew_lt1,92.61027998357933,94.00000033723968,canopy_dew_lt1+dew_or_humidity,645,18.91986824263533,18.400515799308803,False
17.5,True,15.002142838172423,17.70677755944971,0.2222852724259088,0.26403510652026796,[],14.779857565746514,17.44274245292944,False,canopy_dew_lt1,92.6173479652687,93.99999999989518,canopy_dew_lt1+dew_or_humidity,646,18.929767937273468,18.426541144987052,False
17.75,True,15.008796075828668,17.714551708070058,0.20703779719679183,0.24699466960686678,[],14.801758278631876,17.46755703846319,False,canopy_dew_lt1,92.58437088623103,93.99999999989522,canopy_dew_lt1+dew_or_humidity,647,18.943321136829965,18.45154353435917,False
18.0,True,15.006586447204398,17.713432658591117,0.18289933435426065,0.22106105245051566,[],14.823687112850138,17.4923716061406,False,canopy_dew_lt1,92.44844153209169,93.99999999989522,canopy_dew_lt1+dew_or_humidity,648,18.965734974453678,18.47654592373129,False
18.25,True,14.98938976174449,17.701561208150622,0.145564728126498,0.18642965072854167,[],14.843825033617993,17.51513155742208,False,canopy_dew_lt1,91.71062693520415,94.0000003403515,canopy_dew_lt1+dew_or_humidity,649,19.08221111917358,18.49947810327903,False
18.5,True,14.967222531399969,17.675629343738876,0.1462529018428338,0.18633110048084944,[],14.820969629557135,17.489298243258027,False,canopy_dew_lt1,91.81831616845548,94.00000000010478,canopy_dew_lt1+dew_or_humidity,650,19.03718561352247,18.473449297524578,False
18.75,True,14.944009858568899,17.648363443282893,0.14496557868022997,0.18387976991371602,[],14.799044279888669,17.464483673369177,False,canopy_dew_lt1,91.93896939436839,94.00000000010493,canopy_dew_lt1+dew_or_humidity,651,18.988584311339704,18.448446908152558,False
19.0,True,14.921251870533819,17.622959049043043,0.14410482270644387,0.18328996341917048,[],14.777147047827375,17.439669085623873,False,canopy_dew_lt1,91.92145871619549,94.000000000105,canopy_dew_lt1+dew_or_humidity,652,18.96597054242251,18.42344451878044,False
19.25,True,14.900886272826678,17.60046358828949,0.14424654784744995,0.1840629377659191,[],14.756639724979228,17.41640065052357,False,canopy_dew_lt1,91.87912300353595,94.0,canopy_dew_lt1+dew_or_humidity,653,18.950624150087194,18.4,False
19.5,True,14.902618601568086,17.60277414085889,0.1459788765888579,0.18637349033532047,[],14.756639724979228,17.41640065052357,False,canopy_dew_lt1,91.84320530679332,94.0,canopy_dew_lt1+dew_or_humidity,654,18.959224254042546,18.4,False
19.75,True,14.905215808020666,17.605999442063812,0.1485760830414371,0.1895987915402415,[],14.756639724979228,17.41640065052357,False,canopy_dew_lt1,91.81316460063324,94.0,canopy_dew_lt1+dew_or_humidity,655,18.967725813848723,18.4,False
20.0,True,14.908033608439139,17.609448938297753,0.15139388345991023,0.19304828777418237,[],14.756639724979228,17.41640065052357,False,canopy_dew_lt1,91.78549644208209,94.0,canopy_dew_lt1+dew_or_humidity,656,18.976041831352067,18.4,False
20.25,True,14.90860537667437,17.609098546931815,0.1538325977162156,0.194817655400211,[],14.754772778958154,17.414280891531604,False,canopy_dew_lt1,91.88465016424034,94.00000557257972,canopy_dew_lt1+dew_or_humidity,657,18.958384831594103,18.397863254605948,False
20.5,True,14.819130722939063,17.508601384630484,0.15514623978153708,0.19768197273351618,[],14.663984483157526,17.31091941189697,False,canopy_dew_lt1,91.83712350581911,94.0000000067544,canopy_dew_lt1+dew_or_humidity,658,18.865129351505903,18.29372073019213,False
20.75,True,14.73006476279915,17.40838132299635,0.15280856823076405,0.19672081123167473,[],14.577256194568387,17.211660511764677,False,canopy_dew_lt1,91.75530120494635,94.0000000067719,canopy_dew_lt1+dew_or_humidity,659,18.778126361234218,18.193711172703654,False
21.0,True,14.641509805968045,17.308102633506813,0.15053690047660062,0.19570130757848148,[],14.490972905491445,17.11240132592833,False,canopy_dew_lt1,91.68451916284168,94.00000000678946,canopy_dew_lt1+dew_or_humidity,660,18.68913093531032,18.09370161521559,False
21.25,True,14.549503694891657,17.20324772216655,0.1487935710518773,0.19530039417049494,[],14.40071012383978,17.007947327996057,False,dew_or_humidity,91.62140771226655,94.0068700303028,dew_or_humidity,661,18.59416424735632,17.987295816112876,False
21.5,True,14.341569746431949,16.9631835262835,0.16196814958823502,0.21586383862253555,[],14.179601596843714,16.747319687660966,False,dew_or_humidity,91.57291776557557,94.26579387422846,dew_or_humidity,662,18.359972484403066,17.681047500717142,False
21.75,True,14.140729948719898,16.728745277186587,0.1756930346168737,0.23766616155444353,[],13.965036914103024,16.491079115632143,False,dew_or_humidity,91.49316079451903,94.51581776940019,dew_or_humidity,663,18.136884633610983,17.381018828251708,False
22.0,True,13.943077779138912,16.495429977635112,0.19004088882732795,0.26088151476317023,[],13.753036890311584,16.234548462871942,False,dew_or_humidity,91.38921255381202,94.76584166458717,dew_or_humidity,664,17.919105188278042,17.080990155787518,False
22.25,True,13.743466578824487,16.255888074609224,0.18655987946943675,0.2616688381830041,[],13.55690669935505,15.99421923642622,False,dew_or_humidity,91.38155343712567,94.99453265591832,dew_or_humidity,665,17.678259252350493,16.80109320375464,False
22.5,True,13.747874635738748,16.26374771265116,0.18582917966856805,0.26077824640128,[],13.56204545607018,16.00296946624988,False,dew_or_humidity,91.12616585613408,94.7341106629456,dew_or_humidity,666,17.730626045168673,16.85317786485702,False
22.75,True,13.788236332212705,16.315642889572164,0.2213686185629804,0.3044031655736923,[],13.566867713649724,16.01123972399847,False,dew_or_humidity,90.80379267055197,94.48408676897168,dew_or_humidity,667,17.83940434399459,16.903182643601255,False
23.0,True,13.812933084273288,16.345547099727618,0.24135258135927096,0.3261654061759316,[],13.571580502914017,16.019381693551686,False,dew_or_humidity,90.78613912346653,94.23406287498834,dew_or_humidity,668,17.872750923280805,16.953187422345497,False
23.25,True,13.84022630400162,16.378524813324866,0.2613219188685889,0.34789255757074145,[],13.57890438513303,16.030632255754124,False,dew_or_humidity,90.76833283959687,93.9927354580295,dew_or_humidity,669,17.909236280942824,17.004993410340894,False
23.5,True,13.933211421992619,16.485258222142054,0.23189900863622093,0.3084561188001409,[],13.701312413356398,16.176802103341913,False,dew_or_humidity,91.22820183782046,94.26598488024301,dew_or_humidity,670,17.93685605690307,17.106393959667535,False
23.75,True,14.033890828169415,16.6005803131004,0.21379655164318123,0.2828937809287133,[],13.820094276526234,16.317686532171688,False,dew_or_humidity,91.67902249164793,94.51600877397999,dew_or_humidity,671,17.975046386870236,17.206403517155596,False
0.0,True,14.12115009463214,16.699057746162374,0.18140785033739526,0.24051999044320382,[],13.939742244294745,16.45853775571917,False,dew_or_humidity,92.15877136820858,94.76603266771805,dew_or_humidity,672,17.991521758645654,17.306413074644073,False
0.25,True,14.223435163446359,16.81705697250701,0.16947014086915502,0.2251280674368914,[],14.053965022577204,16.59192890507012,False,dew_or_humidity,92.39125822859322,95.01310644031224,dew_or_humidity,673,18.070591216832455,17.39944085729599,False
